20000314 20011231
9 3

0.000000 10.000000
10.000000 20.000000
20.000000 30.000000
30.000000 40.000000
40.000000 50.000000
50.000000 60.000000
60.000000 70.000000
70.000000 80.000000
80.000000 90.000000

0.018435 0.087504 0.000092 326.224384

-0.000028 0.004827 0.000000 476.813893
-0.000043 0.004867 0.000000 830.690674
-0.000029 0.004589 0.000000 423.670213
-0.000004 0.004206 0.000000 580.629084
-0.000029 0.004003 0.000000 660.175650
0.000000 0.003380 0.000000 233.440059
0.000003 0.002730 0.000000 496.919661
0.000026 0.001899 0.000000 862.571816
0.000046 0.001372 0.000000 1891.694982

-0.000705 0.038526 0.000000 206.102273
-0.000271 0.033597 0.000000 188.965235
0.000375 0.024429 0.000000 501.908636
0.000071 0.021578 0.000000 488.239353
-0.000425 0.020149 0.000000 358.217857
0.000043 0.009347 0.000000 1771.853172
-0.000109 0.005751 0.000000 416.884634
0.000330 0.005543 0.000000 501.611590
-0.000119 0.015506 0.000000 492.374939

-0.000296 0.044638 0.000000 159.005810
-0.000123 0.041034 0.000000 600.446695
-0.000155 0.037551 0.000000 588.900370
-0.000139 0.031297 0.000000 258.995615
-0.001066 0.031356 0.000000 1226.010136
0.000114 0.012226 0.000000 165.754175
-0.000074 0.004731 0.000000 289.364077
0.000280 0.007666 0.000000 1185.505660
-0.000386 0.018598 0.000000 616.870961

-0.000691 0.041313 0.000000 272.702411
-0.000238 0.036129 0.000000 189.889628
-0.000083 0.031363 0.000000 400.755950
-0.000417 0.029679 0.000000 528.853119
-0.000907 0.024976 0.000000 633.010898
-0.000149 0.009971 0.000000 1013.230156
0.000144 0.001904 0.000000 1051.850854
0.000253 0.005857 0.000000 559.256644
-0.000330 0.019314 0.000000 713.945528

-0.000292 0.043453 0.000000 49.571941
-0.000456 0.043471 0.000000 281.472441
0.000262 0.031930 0.000000 852.813124
0.000937 0.018231 0.000000 1297.268136
0.000889 0.011114 0.000000 601.482216
0.000924 0.003087 0.000000 36.339165
0.000340 0.002524 0.000000 57.711032
-0.000092 0.018128 0.000000 198.554909
-0.001278 0.029264 0.000000 0.503578

-0.000309 0.046353 0.000000 228.630954
-0.000244 0.043883 0.000000 383.551040
-0.000061 0.038108 0.000000 449.228504
-0.000112 0.031706 0.000000 248.828616
-0.000080 0.022711 0.000000 400.027842
0.000081 0.012420 0.000000 253.506513
0.000071 0.002772 0.000000 736.763031
0.000100 0.010500 0.000000 675.785633
-0.000677 0.021664 0.000000 705.957720

0.034451 -0.185544 0.286717 764.532293
0.064910 -0.230614 0.208248 2206.932843
0.106097 -0.435371 0.544168 8221.322719
0.142823 -0.453276 0.295887 11054.901139
0.185573 -0.599921 0.511693 9205.174087
0.181767 -0.440212 0.209874 12437.393808
0.214966 -0.408477 0.009929 6407.105315
0.227760 -0.188033 -0.592551 2620.182641
0.221395 0.071700 -1.156082 3540.230562

0.132777 -0.868659 3.968296 135.666098
0.350606 -2.293561 8.852558 457.930950
0.995535 -7.342373 20.623566 422.013362
0.111289 5.227159 1.303537 1278.373823
0.988669 -4.291093 17.586338 173.030632
0.607043 1.116689 7.120209 286.093983
1.698136 -8.887795 28.794730 812.000247
1.415993 -5.570595 17.944515 283.917802
1.631954 -6.476912 16.703351 353.624096

0.201748 -1.792946 7.017904 209.522810
0.395431 -2.769568 11.813211 167.026417
0.782051 -6.840388 23.494460 1031.289161
0.088265 1.406247 11.632998 620.217097
1.423165 -8.505151 28.028835 209.555699
1.439972 -6.911923 26.559203 117.745241
1.604286 -8.110352 26.880495 427.313332
2.504178 -13.496295 34.759992 253.298473
2.483222 -7.031094 18.589294 479.237649

0.130871 -1.062056 4.849933 1696.011708
0.222859 -1.568256 8.016403 266.097990
0.906532 -6.920256 20.222429 309.234411
0.762660 -5.880426 19.887383 650.335357
2.765498 -23.054709 50.534602 1089.895846
1.503315 -4.363830 15.846488 328.253671
1.869054 -9.839308 23.617803 532.859011
1.852209 -7.074750 20.529427 442.536356
2.659039 -9.281078 14.642924 1172.425466

0.392811 -3.931848 12.141664 37.177155
0.543847 -4.894143 19.648823 302.498892
1.197093 -8.536565 24.951582 74.721717
-2.892800 37.221703 -65.988672 16843.847661
2.402947 -20.078617 51.996133 134.456368
-0.000269 8.719698 6.791592 48.806031
-1.304057 38.131971 -75.058695 261.541212
3.511538 -28.861537 71.371466 226.820208
2.967874 -7.753489 21.015577 14.912872

0.173356 -1.576409 7.294324 185.713390
0.480153 -2.825802 12.092986 171.053515
0.739638 -3.993697 18.935494 463.993896
0.564168 -4.479970 25.068267 514.344952
1.302853 -9.031911 38.248358 1854.951745
1.265193 -4.679593 23.712626 211.161169
2.932975 -26.381733 61.388516 1613.887989
1.876467 -7.579766 26.545548 333.608725
3.433477 -18.228615 42.607943 959.363447

0.000215 -0.002429 0.013342 76.968903

0.000946 0.008308 0.067910 5.558523

0.001622 0.008759 0.086107 5.267307

0.002150 -0.005672 0.144379 2.874735

0.023269 0.101733 -0.019019 1.723229

0.001408 0.016247 0.075646 3.481200

0.221851 -0.661493 0.732030 25.932869

1.199193 -5.092982 28.654381 4.746121

0.828364 1.841449 16.239944 4.968625

1.076386 -3.475085 33.927635 3.171215

6.080096 11.770795 -12.769732 2.800266

0.447517 7.871808 6.189687 6.295720

